ec5_uuid,created_at,uploaded_at,title,SITE,NEW_SITE,CSO,lat_LOC,long_LOC,accuracy_LOC,UTM_Northing_LOC,UTM_Easting_LOC,UTM_Zone_LOC,DATE,TIME,SAMPLER_ID,COND,TEMP,NITR,PHOS_METER,PHOS_HI,PHOS_LO,RIVER_HEIGHT,PHOTO_YN,PHOTO,COMMENTS
def71727-505d-4692-a9a6-83a0f20df5a0,2025-10-16T08:00:37.000Z,2025-10-16T08:00:48.000Z,"Tributary (Alne River) - Langley - Ford 07/04/2024 SA0031","Tributary (Alne River) - Langley - Ford",,,,,,,,,07/04/2024,10:50,SA0031,436,11,1,"Low range Hanna pocket checker (﹤2.5ppm)",,0.73,0.45,No,,"Showery windy"
942ac25b-16fe-4823-913f-862e08a330a2,2025-10-16T08:00:37.000Z,2025-10-16T08:00:46.000Z,"Tributary (Alne River) - Langley - Ford 31/03/2024 SA0031","Tributary (Alne River) - Langley - Ford",,,,,,,,,31/03/2024,01:16,SA0031,522,8.8,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.6,0.5,No,,"Overcast windy"
8ae0b0ad-34c7-4215-80e3-68e737ee6677,2025-10-16T08:00:37.000Z,2025-10-16T08:00:45.000Z,"Piddle Brook - Wyre Piddle - Bridge 13/04/2024 SA0045","Piddle Brook - Wyre Piddle - Bridge",,,,,,,,,13/04/2024,12:00,SA0045,1010,13.1,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.53,0.33,No,,"Normal flow. Debris and scum."
77f25b53-d28d-456c-a011-0b13467d1390,2025-10-16T08:00:37.000Z,2025-10-16T08:00:41.000Z,"Avon River - Wyre Piddle - Smiths Meadows 13/04/2024 SA0045","Avon River - Wyre Piddle - Smiths Meadows",,,,,,,,,13/04/2024,12:00,SA0045,743,7.3,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.37,0.84,No,,"Normal flow. No scum."
4fc7bd60-f9ae-11ee-8646-436ad8a0950a,2025-10-16T08:00:37.000Z,2025-10-16T08:00:40.000Z,"Stour River - Shipston-on-Stour - Fell Mill Footbridge 13/04/2024 SA0099","Stour River - Shipston-on-Stour - Fell Mill Footbridge",,,,,,,,,13/04/2024,15:30,SA0099,586,14.4,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.18,1.5,No,,"Well within its banks."
61964050-338e-4f94-b1fd-7763913f5a78,2025-10-16T08:00:37.000Z,2025-10-16T08:00:39.000Z,"Avon River - Luddington - Avonbank Dr 13/04/2024 SA0007","Avon River - Luddington - Avonbank Dr",,,,,,,,,13/04/2024,11:02,SA0007,792,15.8,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.4,0.8,No,,"Air temp 16C"
e63d4c0d-1394-4e62-aa7b-06664a3fc080,2025-10-16T08:00:37.000Z,2025-10-16T08:00:38.000Z,"Avon River - Luddington - Pitch 16 13/04/2024 SA0007","Avon River - Luddington - Pitch 16",,,,,,,,,13/04/2024,10:39,SA0007,790,15.6,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.72,0.8,No,,"Air temp 14C"
0435b25d-0b33-4b37-ad3e-9af7bb9d601a,2025-10-16T08:00:37.000Z,2025-10-16T08:00:37.000Z,"Avon River - Tewkesbury - Lower Lode Ln 13/04/2024 SA0028","Avon River - Tewkesbury - Lower Lode Ln",,,,,,,,,13/04/2024,08:47,SA0028,7020,13.5,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.4,2,No,,
90ccebcd-23a0-443d-97cd-540670b3f7cc,2025-10-16T07:57:26.000Z,2025-10-16T08:00:28.000Z,"Stour River - Preston on Stour - Preston Ln Bridge 11/04/2024 SA0011","Stour River - Preston on Stour - Preston Ln Bridge",,,,,,,,,11/04/2024,16:21,SA0011,605,14,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.24,1.5,No,,
7a04facb-1d12-498a-8945-58214bf47114,2025-10-16T07:57:26.000Z,2025-10-16T08:00:26.000Z,"Carrant Brook - Tewkesbury - M5 Bridge 11/04/2024 SA0001","Carrant Brook - Tewkesbury - M5 Bridge",,,,,,,,,11/04/2024,13:35,SA0001,715,15.6,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.3,0.5,No,,
48ef79a3-31d4-433f-9eaa-f123f41cbebd,2025-10-16T07:57:26.000Z,2025-10-16T08:00:25.000Z,"Carrant Brook - Tewkesbury - Mitton Path 11/04/2024 SA0001","Carrant Brook - Tewkesbury - Mitton Path",,,,,,,,,11/04/2024,13:03,SA0001,696,14.6,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.47,0.5,No,,
c364b542-11f6-4bcd-833b-9bb430be0395,2025-10-16T07:57:26.000Z,2025-10-16T08:00:24.000Z,"Swilgate River - Tewkesbury - A38 28/03/2024 SA0001","Swilgate River - Tewkesbury - A38",,,,,,,,,28/03/2024,10:45,SA0001,450,8.8,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.43,1.5,No,,
1a0861ab-6953-4866-8656-8f455dcca8eb,2025-10-16T07:57:26.000Z,2025-10-16T08:00:23.000Z,"Swilgate River - Tewkesbury - A38 04/04/2024 SA0001","Swilgate River - Tewkesbury - A38",,,,,,,,,04/04/2024,10:00,SA0001,416,11.1,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.2,1,No,,
39ba55f0-71e7-41b2-8ffb-18d6b9d85875,2025-10-16T07:57:26.000Z,2025-10-16T08:00:21.000Z,"Stour River - Clifford Chambers - Mill Bridge 07/04/2024 SA0016","Stour River - Clifford Chambers - Mill Bridge",,,,,,,,,07/04/2024,13:45,SA0016,617,14.4,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.24,1.25,No,,Na
19577766-de42-49d3-8e8c-21d98cb6fed2,2025-10-16T07:57:26.000Z,2025-10-16T08:00:19.000Z,"Avon River - Tewkesbury - Abbey Mill 09/04/2024 SA0029","Avon River - Tewkesbury - Abbey Mill",,,,,,,,,09/04/2024,14:42,SA0029,682,12.1,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.5,2.5,No,,"River in flood, very windy"
4d5bf8f9-5362-4ac4-93f7-3140c1d9df48,2025-10-16T07:57:26.000Z,2025-10-16T08:00:15.000Z,"Avon River - Alveston - Swiffen Bank 08/04/2024 SA0017","Avon River - Alveston - Swiffen Bank",,,,,,,,,08/04/2024,14:30,SA0017,562,15.5,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.49,0.5,No,,"River level subsiding."
adcc344a-0fe5-4832-b657-df7e57b1ff5f,2025-10-16T07:57:26.000Z,2025-10-16T08:00:14.000Z,"Avon River - Alveston - Weir 08/04/2024 SA0015","Avon River - Alveston - Weir",,,,,,,,,08/04/2024,15:00,SA0015,557,13.6,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.42,0,No,,"River height more or less back to normal"
7334d04a-5edd-4399-a3eb-2bfc4c7971bf,2025-10-16T07:57:26.000Z,2025-10-16T08:00:12.000Z,"Stour River - Stretton-on-Fosse - Below Works 08/04/2024 SA0021","Stour River - Stretton-on-Fosse - Below Works",,,,,,,,,08/04/2024,10:01,SA0021,677,11.4,2,"Low range Hanna pocket checker (﹤2.5ppm)",,2.5,0.3,No,,
bb4d0c11-16bf-4024-86e7-d9c176d5a6fe,2025-10-16T07:57:26.000Z,2025-10-16T08:00:11.000Z,"Stour River - Stretton-on-Fosse - Above Works 08/04/2024 SA0021","Stour River - Stretton-on-Fosse - Above Works",,,,,,,,,08/04/2024,09:44,SA0021,610,11.4,2,"Low range Hanna pocket checker (﹤2.5ppm)",,1.28,0.2,No,,
2d720972-b849-479c-8a74-794ba1df80b1,2025-10-16T07:57:26.000Z,2025-10-16T08:00:10.000Z,"Tributary (Alne River) - Langley - Ford 17/03/2024 SA0031","Tributary (Alne River) - Langley - Ford",,,,,,,,,17/03/2024,14:20,SA0031,223,12.7,1,"Low range Hanna pocket checker (﹤2.5ppm)",,0.73,0.65,No,,"River in flood"
e1c8e981-ccf1-4130-b84b-8ca6c8c81538,2025-10-16T07:57:26.000Z,2025-10-16T08:00:08.000Z,"Tributary (Alne River) - Langley - Ford 24/03/2024 SA0031","Tributary (Alne River) - Langley - Ford",,,,,,,,,24/03/2024,16:00,SA0031,634,9.6,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.68,0.45,No,,
2e0aed90-f4ff-11ee-aee2-03fd31675b72,2025-10-16T07:57:26.000Z,2025-10-16T08:00:07.000Z,"Stour River - Shipston-on-Stour - Fell Mill Footbridge 07/04/2024 SA0099","Stour River - Shipston-on-Stour - Fell Mill Footbridge",,,,,,,,,07/04/2024,14:50,SA0099,579,12.5,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.22,1.75,No,,"Blustery wind but warm & dry.  Flooded fields still very wet, but drying quickly."
572ae431-4aa3-4881-acb8-5695f6959570,2025-10-16T07:57:26.000Z,2025-10-16T08:00:06.000Z,"Bow Brook - Pershore - Walcot Ln 07/04/2024 SA0040","Bow Brook - Pershore - Walcot Ln",,,,,,,,,07/04/2024,14:39,SA0040,749,13.2,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.8,0.9,No,,"Water murky and fast flowing after heavy rain"
234deca5-e968-469e-abbd-d03d863378a0,2025-10-16T07:57:26.000Z,2025-10-16T08:00:05.000Z,"Avon River - Tewkesbury - Black Bear Pub 06/04/2024 SA0009","Avon River - Tewkesbury - Black Bear Pub",,,,,,,,,06/04/2024,15:30,SA0009,631,14.6,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.4,0,No,,"Water level high and fast flowing. Some foam on surface"
ea768ba1-4301-40b3-8992-e4d4959ef878,2025-10-16T07:57:26.000Z,2025-10-16T08:00:03.000Z,"Carrant Brook - Tewkesbury - Bredon Rd 06/04/2024 SA0009","Carrant Brook - Tewkesbury - Bredon Rd",,,,,,,,,06/04/2024,15:00,SA0009,652,15.1,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.3,1.28,No,,"Fast flowing and turbid"
5c313c26-64dc-4a81-a277-7339b3e16bbe,2025-10-16T07:57:26.000Z,2025-10-16T08:00:02.000Z,"Stour River - Preston on Stour - Preston Ln Bridge 06/04/2024 SA0011","Stour River - Preston on Stour - Preston Ln Bridge",,,,,,,,,06/04/2024,14:10,SA0011,544,14.4,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.26,2,No,,"2nd day after heavy rain"
571f01a5-231d-4219-b9d7-82e85525071c,2025-10-16T07:57:26.000Z,2025-10-16T08:00:01.000Z,"Piddle Brook - Wyre Piddle - Bridge 06/04/2024 SA0045","Piddle Brook - Wyre Piddle - Bridge",,,,,,,,,06/04/2024,12:15,SA0045,639,13.3,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.32,0.96,No,,"Quite high, brown, scum."
2ce53f62-3389-4f11-a778-4d0c239ea150,2025-10-16T07:57:26.000Z,2025-10-16T08:00:00.000Z,"Avon River - Wyre Piddle - Smiths Meadows 06/04/2024 SA0045","Avon River - Wyre Piddle - Smiths Meadows",,,,,,,,,06/04/2024,11:23,SA0045,495,13,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.37,2.03,No,,"Receding flood. River fast brown and scum. Tested at Waterside House."
72ae4b7d-e0b0-423e-b3f0-776d66193711,2025-10-16T07:57:26.000Z,2025-10-16T07:59:59.000Z,"Stour River - Willington - Willington 04/04/2024 SA0027","Stour River - Willington - Willington",,,,,,,,,04/04/2024,11:30,SA0027,325,12.9,1,"Low range Hanna pocket checker (﹤2.5ppm)",,0.06,1.5,No,,"Full and fast flowing river"
6c6e54e6-ffbb-492a-b022-020b9b0d0465,2025-10-16T07:57:26.000Z,2025-10-16T07:59:57.000Z,"Stour River - Ascott - Village 06/04/2024 SA0097","Stour River - Ascott - Village",,,,,,,,,06/04/2024,09:18,SA0097,514,12.9,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.1,0.18,No,,
84ef8782-302c-4452-9182-13f486e53ec3,2025-10-16T07:57:26.000Z,2025-10-16T07:59:56.000Z,"Stour River - Whichford - Barrats Hill 06/04/2024 SA0097","Stour River - Whichford - Barrats Hill",,,,,,,,,06/04/2024,08:48,SA0097,509,12.9,1,"Low range Hanna pocket checker (﹤2.5ppm)",,0.54,,No,,
7e727877-ccac-4857-92cd-b9aa6f047619,2025-10-16T07:57:26.000Z,2025-10-16T07:59:55.000Z,"Bow Brook - Peopleton - Mill Bridge 05/04/2024 SA0042","Bow Brook - Peopleton - Mill Bridge",,,,,,,,,05/04/2024,09:25,SA0042,523,12.6,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.46,1.4,No,,"Fast flow"
ae5392e6-3841-432b-b5f9-5bcb944c799a,2025-10-16T07:57:26.000Z,2025-10-16T07:59:54.000Z,"Avon River - Alveston - Swiffen Bank 04/04/2024 SA0015","Avon River - Alveston - Swiffen Bank",,,,,,,,,04/04/2024,11:20,SA0015,519,13.8,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.51,2,No,,"Another flood...water very high...brown and murky"
f3f2cec3-3568-4347-89c3-4dae09e9dc23,2025-10-16T07:57:26.000Z,2025-10-16T07:59:53.000Z,"Avon River - Alveston - Weir 04/04/2024 SA0018","Avon River - Alveston - Weir",,,,,,,,,04/04/2024,11:15,SA0018,493,14.4,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.35,1.5,No,,"Another flood, brown and murky"
bc601dd7-fe59-4a47-8a36-1ec64ffe8bbe,2025-10-16T07:57:26.000Z,2025-10-16T07:59:52.000Z,"Bell Brook - Snitterfield - Bell Brook 03/04/2024 SA0037","Bell Brook - Snitterfield - Bell Brook",,,,,,,,,03/04/2024,15:20,SA0037,531,10.7,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.29,0.3,No,,N/a
b5553b56-129e-4e35-a4dc-de0926b13998,2025-10-16T07:57:26.000Z,2025-10-16T07:59:51.000Z,"Sherbourne Brook - Norton Lindsey - Sherbourne Brook 03/04/2024 SA0037","Sherbourne Brook - Norton Lindsey - Sherbourne Brook",,,,,,,,,03/04/2024,15:00,SA0037,685,11.4,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.8,0.5,No,,"Brown water"
595c4ac9-3b59-4030-9ca9-bbb660fd9093,2025-10-16T07:57:26.000Z,2025-10-16T07:59:50.000Z,"Sherbourne Brook - Norton Lindsey - Sherbourne Brook 24/03/2024 SA0037","Sherbourne Brook - Norton Lindsey - Sherbourne Brook",,,,,,,,,24/03/2024,15:00,SA0037,100,10.8,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.58,0.2,No,,N/a
c161b9b1-fb85-4750-8467-1695c3fc5be1,2025-10-16T07:57:26.000Z,2025-10-16T07:59:49.000Z,"Bell Brook - Snitterfield - Bell Brook 24/03/2024 SA0037","Bell Brook - Snitterfield - Bell Brook",,,,,,,,,24/03/2024,15:15,SA0037,107,10.3,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.53,0.15,No,,N/a
b30b6065-fda3-43dd-a35b-bdeef6356c4b,2025-10-16T07:57:26.000Z,2025-10-16T07:59:48.000Z,"Bell Brook - Snitterfield - Bell Brook 17/03/2024 SA0037","Bell Brook - Snitterfield - Bell Brook",,,,,,,,,17/03/2024,15:15,SA0037,222,12.1,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.41,1,No,,Flooded
25694235-4f5d-4c48-a7e5-9582b1f77fbe,2025-10-16T07:57:26.000Z,2025-10-16T07:59:46.000Z,"Sherbourne Brook - Norton Lindsey - Sherbourne Brook 17/03/2024 SA0037","Sherbourne Brook - Norton Lindsey - Sherbourne Brook",,,,,,,,,17/03/2024,15:03,SA0037,193,11.7,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.68,1,No,,Flooded
63ecca50-e3f4-48bf-9e5d-6d1f0a7da000,2025-10-16T07:57:26.000Z,2025-10-16T07:59:45.000Z,"Sherbourne Brook - Norton Lindsey - Sherbourne Brook 10/03/2024 SA0037","Sherbourne Brook - Norton Lindsey - Sherbourne Brook",,,,,,,,,10/03/2024,15:00,SA0037,456,8.8,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.84,1,No,,"Flooded, brown water"
8284562f-a9a0-4330-a1b2-1e0201287c43,2025-10-16T07:57:26.000Z,2025-10-16T07:59:44.000Z,"Bell Brook - Snitterfield - Bell Brook 10/03/2024 SA0037","Bell Brook - Snitterfield - Bell Brook",,,,,,,,,10/03/2024,15:15,SA0037,602,9.7,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.67,1,No,,"Flooded, brown water"
e05e8579-b2ce-4b3b-94de-acceff027afa,2025-10-16T07:57:26.000Z,2025-10-16T07:59:43.000Z,"Bell Brook - Snitterfield - Bell Brook 03/03/2024 SA0037","Bell Brook - Snitterfield - Bell Brook",,,,,,,,,03/03/2024,15:15,SA0037,490,8.8,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.44,0.5,No,,N/a
f1722ecb-df6f-41ea-acd2-480609f1a87a,2025-10-16T07:57:26.000Z,2025-10-16T07:59:42.000Z,"Sherbourne Brook - Norton Lindsey - Sherbourne Brook 03/03/2024 SA0037","Sherbourne Brook - Norton Lindsey - Sherbourne Brook",,,,,,,,,03/03/2024,15:00,SA0037,759,8.7,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.58,0.5,No,,N/a
d512ed60-6371-4fba-9390-7d05c82100dc,2025-10-16T07:57:26.000Z,2025-10-16T07:59:41.000Z,"Bell Brook - Snitterfield - Bell Brook 25/02/2024 SA0037","Bell Brook - Snitterfield - Bell Brook",,,,,,,,,25/02/2024,17:10,SA0037,595,7.6,5,"Low range Hanna pocket checker (﹤2.5ppm)",,1.07,0.5,No,,
44e5e827-577b-42d2-8515-4b735f0aff0b,2025-10-16T07:57:26.000Z,2025-10-16T07:59:40.000Z,"Sherbourne Brook - Norton Lindsey - Sherbourne Brook 25/02/2024 SA0037","Sherbourne Brook - Norton Lindsey - Sherbourne Brook",,,,,,,,,25/02/2024,17:00,SA0037,911,7.8,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.68,0.5,No,,
adfba85a-e992-442d-a2c3-024f54ff1996,2025-10-16T07:57:26.000Z,2025-10-16T07:59:39.000Z,"Stour River - Stretton-on-Fosse - Below Works 02/04/2024 SA0021","Stour River - Stretton-on-Fosse - Below Works",,,,,,,,,02/04/2024,09:59,SA0021,452,9.7,1,"Low range Hanna pocket checker (﹤2.5ppm)",,0.7,0.35,No,,
07572716-c4b3-47e4-ab40-24583a5e0a37,2025-10-16T07:57:26.000Z,2025-10-16T07:59:38.000Z,"Stour River - Stretton-on-Fosse - Above Works 02/04/2024 SA0021","Stour River - Stretton-on-Fosse - Above Works",,,,,,,,,02/04/2024,09:40,SA0021,418,9.6,1,"Low range Hanna pocket checker (﹤2.5ppm)",,0.42,0.3,No,,
2d4fcf48-d245-4dbd-a8bb-89e490f66c6f,2025-10-16T07:57:26.000Z,2025-10-16T07:59:37.000Z,"Stour River - Stretton-on-Fosse - Below Works 25/03/2024 SA0021","Stour River - Stretton-on-Fosse - Below Works",,,,,,,,,25/03/2024,09:07,SA0021,760,8.1,2,"Low range Hanna pocket checker (﹤2.5ppm)",,2.5,0.3,No,,"Phosphate reading off the readable scale of the colourometer. Recorded result is therefore too low"
88af3368-8257-448e-9d5c-1e8e086ee8d2,2025-10-16T07:57:26.000Z,2025-10-16T07:59:36.000Z,"Stour River - Stretton-on-Fosse - Above Works 25/03/2024 SA0021","Stour River - Stretton-on-Fosse - Above Works",,,,,,,,,25/03/2024,08:58,SA0021,702,8.4,2,"Low range Hanna pocket checker (﹤2.5ppm)",,1.57,0.2,No,,
e5e0250a-f521-4b36-a5fe-9e699cff8845,2025-10-16T07:57:26.000Z,2025-10-16T07:59:35.000Z,"Stour River - Willington - Willington 28/03/2024 SA0027","Stour River - Willington - Willington",,,,,,,,,28/03/2024,10:44,SA0027,353,10.2,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.25,0.5,No,,
e4afe100-7e35-4a37-b4dc-a9b2bfe485e8,2025-10-16T07:57:26.000Z,2025-10-16T07:59:33.000Z,"Stour River - Ascott - Village 30/03/2024 SA0097","Stour River - Ascott - Village",,,,,,,,,30/03/2024,15:40,SA0097,506,13.7,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.73,0.17,No,,
abf4787e-d229-45dc-a4ee-80ef1168896f,2025-10-16T07:57:26.000Z,2025-10-16T07:59:32.000Z,"Stour River - Whichford - Barrats Hill 30/03/2024 SA0097","Stour River - Whichford - Barrats Hill",,,,,,,,,30/03/2024,16:15,SA0097,537,12.5,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.31,,No,,
9f5bdae7-261a-4a60-9a5a-6ed691bd049b,2025-10-16T07:57:26.000Z,2025-10-16T07:59:31.000Z,"Avon River - Tewkesbury - Black Bear Pub 31/03/2024 SA0009","Avon River - Tewkesbury - Black Bear Pub",,,,,,,,,31/03/2024,12:45,SA0009,571,10.4,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.36,0,No,,"River fast flowing and in flood"
534e5779-61bd-45cf-98d4-46ddd5a0df0b,2025-10-16T07:57:26.000Z,2025-10-16T07:59:30.000Z,"Carrant Brook - Tewkesbury - Bredon Rd 31/03/2024 SA0009","Carrant Brook - Tewkesbury - Bredon Rd",,,,,,,,,31/03/2024,12:30,SA0009,539,10.6,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.45,1.7,No,,"Turbid. In flood. No noticeable flow"
f02c8621-13ae-4c73-9141-b0d7d8cbfdb9,2025-10-16T07:57:26.000Z,2025-10-16T07:59:29.000Z,"Stour River - Clifford Chambers - Mill Bridge 31/03/2024 SA0016","Stour River - Clifford Chambers - Mill Bridge",,,,,,,,,31/03/2024,13:30,SA0016,610,10.1,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.28,1.25,No,,
7a493636-1ee7-46f7-8a72-4f23bae11a96,2025-10-16T07:57:26.000Z,2025-10-16T07:59:28.000Z,"Avon River - Luddington - Avonbank Dr 31/03/2024 SA0007","Avon River - Luddington - Avonbank Dr",,,,,,,,,31/03/2024,11:00,SA0007,594,10.1,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.31,0.84,No,,
7701dfaa-40a4-46b6-8f90-862433f521f9,2025-10-16T07:57:26.000Z,2025-10-16T07:59:27.000Z,"Avon River - Luddington - Pitch 16 31/03/2024 SA0007","Avon River - Luddington - Pitch 16",,,,,,,,,31/03/2024,10:40,SA0007,586,11.1,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.46,0.84,No,,"Actually pitch 15. 16 was under water"
46768095-9896-45c9-8295-42891fc9cd0f,2025-10-16T07:57:26.000Z,2025-10-16T07:59:26.000Z,"Stour River - Preston on Stour - Preston Ln Bridge 30/03/2024 SA0011","Stour River - Preston on Stour - Preston Ln Bridge",,,,,,,,,30/03/2024,12:52,SA0011,541,10.8,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.21,2,No,,
d87a8330-b8c1-4fca-9b9e-a0530f8f081c,2025-10-16T07:57:26.000Z,2025-10-16T07:59:25.000Z,"Avon River - Pershore - Pershore Bridges 30/03/2024 SA0025","Avon River - Pershore - Pershore Bridges",,,,,,,,,30/03/2024,12:05,SA0025,520,13.4,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.53,3.41,No,,
b565995f-3ac2-4d67-8683-c47734688c12,2025-10-16T07:57:26.000Z,2025-10-16T07:59:24.000Z,"Piddle Brook - Wyre Piddle - Bridge 30/03/2024 SA0045","Piddle Brook - Wyre Piddle - Bridge",,,,,,,,,30/03/2024,12:07,SA0045,650,10.8,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.37,0.72,No,,"Receding flood. High. Brown. Scum."
9b09fd00-ed60-4c4c-a523-f39e8a71c453,2025-10-16T07:57:26.000Z,2025-10-16T07:59:22.000Z,"Avon River - Wyre Piddle - Smiths Meadows 30/03/2024 SA0045","Avon River - Wyre Piddle - Smiths Meadows",,,,,,,,,30/03/2024,10:54,SA0045,492,10.5,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.47,1.88,No,,"Receding flood. Tested at Waterside House."
0fcef01f-9e16-4ecc-b25a-8c729b3b437b,2025-10-16T07:57:26.000Z,2025-10-16T07:59:21.000Z,"Avon River - Pershore - Pershore Bridges 24/03/2024 SA0025","Avon River - Pershore - Pershore Bridges",,,,,,,,,24/03/2024,13:15,SA0025,770,12,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.58,3.42,No,,
38a4ef42-e299-461b-9c5d-aba98bc963b4,2025-10-16T07:57:26.000Z,2025-10-16T07:59:20.000Z,"Avon River - Alveston - Weir 27/03/2024 SA0018","Avon River - Alveston - Weir",,,,,,,,,27/03/2024,14:15,SA0018,545,11,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.43,1.75,No,,"Heavy rainfall continues"
52ecad55-8f04-4cec-91c2-3d34ec642431,2025-10-16T07:57:26.000Z,2025-10-16T07:59:19.000Z,"Avon River - Alveston - Swiffen Bank 27/03/2024 SA0015","Avon River - Alveston - Swiffen Bank",,,,,,,,,27/03/2024,13:51,SA0015,542,12.1,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.74,1.75,No,,"Rain again most days"
ea3f5753-c287-4e55-8e73-8975e90ce19a,2025-10-16T07:57:26.000Z,2025-10-16T07:59:18.000Z,"Stour River - Whichford - Barrats Hill 23/03/2024 SA0097","Stour River - Whichford - Barrats Hill",,,,,,,,,23/03/2024,10:15,SA0097,593,9.5,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.35,0.22,No,,
5baf1698-cc9b-40c3-b8e1-e5439ded42fe,2025-10-16T07:57:26.000Z,2025-10-16T07:59:17.000Z,"Stour River - Ascott - Village 23/03/2024 SA0097","Stour River - Ascott - Village",,,,,,,,,23/03/2024,10:40,SA0097,558,8.5,2,"Low range Hanna pocket checker (﹤2.5ppm)",,0.07,0.13,No,,
d0ab48d8-9c7c-4b2a-9799-b1840b2e6b34,2025-10-16T07:57:26.000Z,2025-10-16T07:59:16.000Z,"Avon River - Tewkesbury - Abbey Mill 27/03/2024 SA0029","Avon River - Tewkesbury - Abbey Mill",,,,,,,,,27/03/2024,09:37,SA0029,810,9.8,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.98,0.7,No,,"Windy, lots of foam on the water"
b5544ac6-04ff-4916-9d3f-01ed304eaa7c,2025-10-16T07:57:26.000Z,2025-10-16T07:59:15.000Z,"Bow Brook - Peopleton - Mill Bridge 22/03/2024 SA0042","Bow Brook - Peopleton - Mill Bridge",,,,,,,,,22/03/2024,08:59,SA0042,851,11.9,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.32,0.9,No,,"The bucket untied itself from the string and floated off downstream. Took from the bank"
46ae4640-7ac5-4b80-977f-d5597a986a75,2025-10-16T07:57:26.000Z,2025-10-16T07:59:14.000Z,"Bow Brook - Pershore - Walcot Ln 24/03/2024 SA0040","Bow Brook - Pershore - Walcot Ln",,,,,,,,,24/03/2024,18:07,SA0040,933,10.3,5,"Low range Hanna pocket checker (﹤2.5ppm)",,0.9,0.5,No,,"Water fast flowing and murky"
6a987e7e-07f3-4914-b7dd-fa63edf8d908,2025-10-16T07:57:26.000Z,2025-10-16T07:59:13.000Z,"Stour River - Clifford Chambers - Mill Bridge 24/03/2024 SA0016","Stour River - Clifford Chambers - Mill Bridge",,,,,,,,,24/03/2024,13:30,SA0016,663,11.1,10,"Low range Hanna pocket checker (﹤2.5ppm)",,0.31,1,No,,
